-3.49879899,0.25049202,0.23207003,1.22417804,-4.92221495,1.14538606,0.18242607,-0.16598292,-0.12300491,1.0871441,W
0.20435501,-0.35404898,0.32098003,0.41016604,-0.98957595,-2.21812694,0.22017707,0.18184408,2.09087909,-2.0097579,A
0.75982801,-1.30404198,-0.02399097,-0.97366296,-0.00641695,-0.34950894,-0.42157993,-0.45012692,0.46944309,0.0609521,I
-0.00548999,0.36040902,0.28186003,-0.21347896,-1.16833295,-1.01390594,-0.34607993,1.17616508,0.96834709,-0.6279989,E
0.08091601,0.10132002,0.10404003,0.14049004,0.26171805,0.48098806,0.71093207,-0.25342992,-0.49718291,0.1556811,A
0.06857301,-0.18132298,-3.21052797,-0.29431096,-1.16833295,0.35641406,-0.00632593,-0.21954992,0.12644709,0.4481861,F
-0.30174299,-0.31479298,0.39922103,0.77052004,0.70860905,0.56403806,-1.40309093,-1.45910692,-0.09182291,1.6274201,Y
0.03154101,-0.11851298,0.37432603,-0.06670596,0.26171805,0.60556306,0.55993007,-0.25812892,0.09526509,0.3447661,A
-0.09189699,-0.11851298,0.18939303,1.28030304,0.26171805,0.31488906,0.06917507,1.27718308,0.53180609,0.3590021,A
0.37716901,0.01495702,0.38143903,0.29275304,0.26171805,-0.30798394,0.52218007,0.37098908,0.56298709,-0.4401319,H
-0.20299199,-0.33834598,0.43478503,-0.18441696,0.08296105,0.81318706,0.29567707,1.02478308,0.37589909,0.6712301,A
0.01919701,0.52528402,0.06847603,0.16665804,0.26171805,-0.10035994,-0.11957693,0.10010508,0.09526509,0.1081711,F
0.26607401,0.16412902,0.11826503,0.32023404,0.26171805,-0.30798394,0.52218007,0.17732008,-0.34127491,-0.4344299,A
0.20435501,-0.44826298,0.34943203,0.68965904,0.26171805,-0.59865794,0.06917507,-0.14113192,-0.71545291,-0.4652189,A
-0.14127299,-0.05570398,0.20717503,0.24698204,0.26171805,-0.34950894,-0.38382993,-0.14806192,-0.12300491,0.0292581,F
-0.51158799,-0.62098898,0.49168803,-2.05371096,-0.00641695,1.02081106,-0.27057893,0.08890208,-0.12300491,1.2527581,D
-0.04252199,0.40751602,-3.21052797,-0.63640396,0.26171805,0.56403806,-0.00632593,-0.33549892,-0.46600091,0.6632621,A
-0.32642999,-0.65239398,0.38499603,-1.69422196,-0.18517295,-1.13848094,-0.04407593,-0.86375292,0.09526509,-0.8950569,E
0.75982801,-1.30404198,-0.02399097,-0.97366296,-0.00641695,-0.68170694,-1.13883793,-1.40425892,-0.06064191,0.1688691,I
0.69810901,-0.30694198,-0.03465997,0.06264204,0.97674305,-0.30798394,-1.28983993,-0.56788192,1.03071009,0.6722311,I
0.21669901,-2.08915998,0.42411603,-0.45752496,0.08296105,-0.10035994,0.22017707,1.20616208,0.78125809,-0.0847349,A
0.27841801,-0.19702498,0.23918303,-0.73838996,0.26171805,0.56403806,0.59768107,-2.15656692,-1.15199391,0.2741581,F
0.11794801,-0.22057898,0.36721403,0.91460804,0.26171805,-0.30798394,-0.23282793,1.11190008,0.46944309,-0.0347179,A
0.58701401,0.39966502,0.06491903,0.11682804,-1.61522295,1.72673406,0.29567707,0.30301608,-0.15418591,1.5169341,A
-0.12892899,-0.03214998,0.06847603,-0.15165496,-0.98957595,-0.68170694,0.33342807,-0.68734492,-1.05844891,-0.6700469,F
0.15498001,0.05421302,0.16449903,-0.04832496,0.26171805,0.06574006,0.06917507,0.02768508,0.12644709,0.1473261,A
0.01919701,0.28974802,-0.11645697,1.52485604,-0.54268595,1.14538606,0.78643307,-0.24061592,-0.27891191,0.6920981,F
0.03154101,0.66660502,-0.09511897,0.01021704,0.17234005,-0.80628194,0.55993007,0.80744708,1.12425409,-0.8907049,G
0.08091601,0.06206402,0.20361903,0.57702104,0.26171805,-0.80628194,0.44667907,0.87992508,0.43826209,-0.8362269,H
0.21669901,-0.29123898,0.34943203,0.50711004,0.26171805,0.93776206,0.14467607,-0.27756292,-0.34127491,0.8898261,A
-0.26471099,0.15627802,0.40277803,1.48394804,0.17234005,0.77166206,-0.15732793,-0.29726992,1.65433909,0.9785881,X
0.59935801,-0.37760198,0.24273903,-0.15102796,0.97674305,-0.55713294,-0.00632593,0.07964108,1.68552009,-0.3865709,I
-0.31408699,-0.23628098,0.02935503,0.46086104,0.26171805,1.14538606,-0.04407593,-0.60948892,-0.12300491,1.1992091,A
