95.00000001,48.00000002,83.00000003,178.00000004,72.00000005,10.00000006,162.00000007,42.00000008,20.00000009,159.0000001,176.00000011,379.00000012,184.00000013,70.00000014,6.00000015,16.00000016,187.00000017,197.00000018,van
91.00000001,41.00000002,84.00000003,141.00000004,57.00000005,9.00000006,149.00000007,45.00000008,19.00000009,143.0000001,170.00000011,330.00000012,158.00000013,72.00000014,9.00000015,14.00000016,189.00000017,199.00000018,van
104.00000001,50.00000002,106.00000003,209.00000004,66.00000005,10.00000006,207.00000007,32.00000008,23.00000009,158.0000001,223.00000011,635.00000012,220.00000013,73.00000014,14.00000015,9.00000016,188.00000017,196.00000018,saab
93.00000001,41.00000002,82.00000003,159.00000004,63.00000005,9.00000006,144.00000007,46.00000008,19.00000009,143.0000001,160.00000011,309.00000012,127.00000013,63.00000014,6.00000015,10.00000016,199.00000017,207.00000018,van
85.00000001,44.00000002,70.00000003,205.00000004,103.00000005,52.00000006,149.00000007,45.00000008,19.00000009,144.0000001,241.00000011,325.00000012,188.00000013,127.00000014,9.00000015,11.00000016,180.00000017,183.00000018,bus
107.00000001,57.00000002,106.00000003,172.00000004,50.00000005,6.00000006,255.00000007,26.00000008,28.00000009,169.0000001,280.00000011,957.00000012,264.00000013,85.00000014,5.00000015,9.00000016,181.00000017,183.00000018,bus
97.00000001,43.00000002,73.00000003,173.00000004,65.00000005,6.00000006,153.00000007,42.00000008,19.00000009,143.0000001,176.00000011,361.00000012,172.00000013,66.00000014,13.00000015,1.00000016,200.00000017,204.00000018,bus
90.00000001,43.00000002,66.00000003,157.00000004,65.00000005,9.00000006,137.00000007,48.00000008,18.00000009,146.0000001,162.00000011,281.00000012,164.00000013,67.00000014,3.00000015,3.00000016,193.00000017,202.00000018,van
86.00000001,34.00000002,62.00000003,140.00000004,61.00000005,7.00000006,122.00000007,54.00000008,17.00000009,127.0000001,141.00000011,223.00000012,112.00000013,64.00000014,2.00000015,14.00000016,200.00000017,208.00000018,van
93.00000001,44.00000002,98.00000003,197.00000004,62.00000005,11.00000006,183.00000007,36.00000008,22.00000009,146.0000001,202.00000011,505.00000012,152.00000013,64.00000014,4.00000015,14.00000016,195.00000017,204.00000018,saab
86.00000001,36.00000002,70.00000003,143.00000004,61.00000005,9.00000006,133.00000007,50.00000008,18.00000009,130.0000001,153.00000011,266.00000012,127.00000013,66.00000014,2.00000015,10.00000016,194.00000017,202.00000018,van
90.00000001,34.00000002,66.00000003,136.00000004,55.00000005,6.00000006,123.00000007,54.00000008,17.00000009,118.0000001,148.00000011,224.00000012,118.00000013,65.00000014,5.00000015,26.00000016,196.00000017,202.00000018,saab
88.00000001,46.00000002,74.00000003,171.00000004,68.00000005,6.00000006,152.00000007,43.00000008,19.00000009,148.0000001,180.00000011,349.00000012,192.00000013,71.00000014,5.00000015,11.00000016,189.00000017,195.00000018,bus
89.00000001,42.00000002,85.00000003,144.00000004,58.00000005,10.00000006,152.00000007,44.00000008,19.00000009,144.0000001,173.00000011,345.00000012,161.00000013,72.00000014,8.00000015,13.00000016,187.00000017,197.00000018,van
94.00000001,49.00000002,79.00000003,203.00000004,71.00000005,5.00000006,174.00000007,37.00000008,21.00000009,154.0000001,196.00000011,465.00000012,206.00000013,71.00000014,6.00000015,2.00000016,197.00000017,199.00000018,bus
